2.000000000000000000e+00,1.000000000000000000e+00,5.301010000000000000e+05,3.850000000000000000e+01,6.600000000000000000e+01,2.800000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,2.834375000000000089e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,3.000000000000000000e+00,5.000000000000000000e+00,4.500000000000000000e+01,8.400000000000000355e+00,2.045977011494252817e+00,2.948120300751879697e+00,2.000000000000000000e+00,1.130000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.348170000000000000e+05,3.920000000000000284e+01,8.800000000000000000e+01,2.000000000000000000e+01,2.356435643564356308e+00,1.961403508771929927e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+01,8.500000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.208000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.303340000000000000e+05,3.829999999999999716e+01,4.000000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.300000000000000000e+01,6.700000000000000178e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.000000000000000000e+00,5.290409000000000000e+06,3.910000000000000142e+01,1.640000000000000000e+02,8.400000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,3.715555555555555500e+00,4.800000000000000000e+01,7.200000000000000178e+00,3.000000000000000000e+00,5.299999999999999822e+00,2.000000000000000000e+00,2.208000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.302550000000000000e+05,3.729999999999999716e+01,1.040000000000000000e+02,3.500000000000000000e+01,2.356435643564356308e+00,1.961403508771929927e+00,6.000000000000000000e+00,2.000000000000000000e+00,2.908196721311475219e+00,2.908227848101265778e+00,2.224422442244224474e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,2.779166666666666785e+00,3.715555555555555500e+00,7.400000000000000000e+01,7.400000000000000355e+00,2.045977011494252817e+00,2.948120300751879697e+00,2.000000000000000000e+00,4.300000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.283550000000000000e+05,3.813444816053511488e+01,7.075730994152046094e+01,3.052188552188552251e+01,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.565679758308156977e+01,2.477107692307692233e+01,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.268020000000000000e+05,3.789999999999999858e+01,4.800000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.700000000000000000e+01,7.000000000000000000e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,3.124000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.296070000000000000e+05,3.813444816053511488e+01,6.000000000000000000e+01,3.052188552188552251e+01,3.000000000000000000e+00,1.961403508771929927e+00,2.834375000000000089e+00,1.000000000000000000e+00,2.908196721311475219e+00,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,3.000000000000000000e+00,4.000000000000000000e+00,4.400000000000000000e+01,8.300000000000000711e+00,2.045977011494252817e+00,2.948120300751879697e+00,2.000000000000000000e+00,2.208000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.300510000000000000e+05,3.813444816053511488e+01,8.000000000000000000e+01,3.600000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.800000000000000000e+01,6.200000000000000178e+00,2.045977011494252817e+00,2.948120300751879697e+00,3.000000000000000000e+00,3.205000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,9.000000000000000000e+00,5.299629000000000000e+06,3.829999999999999716e+01,9.000000000000000000e+01,3.052188552188552251e+01,1.000000000000000000e+00,1.961403508771929927e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,3.000000000000000000e+00,3.715555555555555500e+00,4.000000000000000000e+01,6.200000000000000178e+00,1.000000000000000000e+00,2.200000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.285480000000000000e+05,3.810000000000000142e+01,6.600000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.400000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+00,3.600000000000000089e+00,1.000000000000000000e+00,2.124000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.279270000000000000e+05,3.910000000000000142e+01,7.200000000000000000e+01,5.200000000000000000e+01,2.000000000000000000e+00,1.961403508771929927e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+01,7.799999999999999822e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,2.111000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.280310000000000000e+05,3.720000000000000284e+01,4.200000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,4.000000000000000000e+00,5.000000000000000000e+00,4.565679758308156977e+01,7.000000000000000000e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,4.124000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,9.000000000000000000e+00,5.291329000000000000e+06,3.800000000000000000e+01,9.200000000000000000e+01,2.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.608510638297872442e+00,7.200000000000000178e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.700000000000000000e+01,6.099999999999999645e+00,1.000000000000000000e+00,2.948120300751879697e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.349170000000000000e+05,3.820000000000000284e+01,7.600000000000000000e+01,2.800000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.962318840579710510e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.600000000000000000e+01,8.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.112000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.302330000000000000e+05,3.760000000000000142e+01,9.600000000000000000e+01,4.800000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.500000000000000000e+00,4.000000000000000000e+00,3.715555555555555500e+00,4.500000000000000000e+01,6.799999999999999822e+00,2.045977011494252817e+00,2.948120300751879697e+00,2.000000000000000000e+00,3.207000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,9.000000000000000000e+00,5.301219000000000000e+06,3.813444816053511488e+01,1.280000000000000000e+02,3.600000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.608510638297872442e+00,4.962318840579710510e+00,4.000000000000000000e+00,5.000000000000000000e+00,5.300000000000000000e+01,7.799999999999999822e+00,3.000000000000000000e+00,4.700000000000000178e+00,2.000000000000000000e+00,1.400000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.266390000000000000e+05,3.750000000000000000e+01,4.800000000000000000e+01,2.400000000000000000e+01,2.356435643564356308e+00,1.961403508771929927e+00,2.834375000000000089e+00,1.303030303030302983e+00,2.908196721311475219e+00,2.908227848101265778e+00,2.224422442244224474e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,2.779166666666666785e+00,3.715555555555555500e+00,4.565679758308156977e+01,2.477107692307692233e+01,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.290481000000000000e+06,3.760000000000000142e+01,6.400000000000000000e+01,2.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,2.948120300751879697e+00,1.000000000000000000e+00,4.205000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.321100000000000000e+05,3.939999999999999858e+01,1.100000000000000000e+02,3.500000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,1.303030303030302983e+00,2.908196721311475219e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,2.779166666666666785e+00,3.715555555555555500e+00,5.500000000000000000e+01,8.699999999999999289e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.301570000000000000e+05,3.989999999999999858e+01,7.200000000000000000e+01,6.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.962318840579710510e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.600000000000000000e+01,6.099999999999999645e+00,2.000000000000000000e+00,2.948120300751879697e+00,1.000000000000000000e+00,2.111000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,5.293400000000000000e+05,3.839999999999999858e+01,4.800000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+00,1.961403508771929927e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.500000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,4.900000000000000000e+01,6.799999999999999822e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.216810000000000000e+05,3.860000000000000142e+01,4.200000000000000000e+01,3.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.303030303030302983e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,1.000000000000000000e+00,3.715555555555555500e+00,4.800000000000000000e+01,7.200000000000000178e+00,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,3.111000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,9.000000000000000000e+00,5.349980000000000000e+05,3.829999999999999716e+01,1.300000000000000000e+02,6.000000000000000000e+01,2.356435643564356308e+00,3.000000000000000000e+00,2.834375000000000089e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.224422442244224474e+00,1.738396624472573926e+00,1.608510638297872442e+00,4.962318840579710510e+00,2.779166666666666785e+00,3.715555555555555500e+00,5.000000000000000000e+01,7.000000000000000000e+01,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,3.111000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.336920000000000000e+05,3.810000000000000142e+01,6.000000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.908196721311475219e+00,4.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.779166666666666785e+00,3.715555555555555500e+00,5.100000000000000000e+01,6.500000000000000000e+01,2.045977011494252817e+00,2.948120300751879697e+00,1.000000000000000000e+00,3.111000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
